PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ye, F; Su, Y; Quan, X; Chen, S; Yu, HT; Li, HF				Ye, Fei; Su, Yan; Quan, Xie; Chen, Shuo; Yu, Hongtao; Li, Houfen			Constructing desired interfacial energy band alignment of Z-scheme TiO2-Pd-Cu2O hybrid by controlling the contact facet for improved photocatalytic performance	APPLIED CATALYSIS B-ENVIRONMENTAL																Su, Yan/E-3423-2019	Su, Yan/0000-0001-5669-9015; Quan, Xie/0000-0003-3085-0789												0926-3373	1873-3883				MAY 5	2019	244						347	355		10.1016/j.apcatb.2018.10.066								WOS:000457952600036						
J	Liu, J; Mu, XJ; Yang, YM; Chen, FJ; Wang, JG; Li, YE; Wang, BD				Liu, Jian; Mu, Xijiao; Yang, Yanmei; Chen, Fengjuan; Wang, Jingang; Li, Yuee; Wang, Baodui			Construct 3D Pd@MoS2-conjugated polypyrrole framworks Heterojunction with unprecedented photocatalytic activity for Tsuji-Trost reaction under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						356	366		10.1016/j.apcatb.2018.11.030								WOS:000457952600037						
J	Minh, TD; Ncibi, MC; Srivastava, V; Thangaraj, SK; Janis, J; Sillanpaa, M				Tam Do Minh; Ncibi, Mohamed Chaker; Srivastava, Varsha; Thangaraj, Senthil Kumar; Janis, Janne; Sillanpaa, Mika			Gingerbread ingredient-derived carbons-assembled CNT foam for the efficient peroxymonosulfate-mediated degradation of emerging pharmaceutical contaminants	APPLIED CATALYSIS B-ENVIRONMENTAL																Janis, Janne/B-7326-2014; Necibi, Mohamed Chaker/Q-2734-2019													0926-3373	1873-3883				MAY 5	2019	244						367	384		10.1016/j.apcatb.2018.11.064								WOS:000457952600038						
J	Xu, JD; Guo, YF; Huang, TT; Fan, Y				Xu, Jundong; Guo, Yunfeng; Huang, Tingting; Fan, Yu			Hexamethonium bromide-assisted synthesis of CoMo/graphene catalysts for selective hydrodesulfurization	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						385	395		10.1016/j.apcatb.2018.11.065								WOS:000457952600039						
J	Fan, X; Zhou, YR; Zhang, G; Liu, TZ; Dong, WY				Fan, Xiang; Zhou, Yurou; Zhang, Guan; Liu, Tongzhou; Dong, Wenyi			In situ photoelectrochemical activation of sulfite by MoS2 photoanode for enhanced removal of ammonium nitrogen from wastewater	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						396	406		10.1016/j.apcatb.2018.11.061								WOS:000457952600040						
J	An, XQ; Tang, QW; Lan, HC; Liu, HJ; Qu, JH				An, Xiaoqiang; Tang, Qingwen; Lan, Huachun; Liu, Huijuan; Qu, Jiuhui			Polyoxometalates/TiO2 Fenton-like photocatalysts with rearranged oxygen vacancies for enhanced synergetic degradation	APPLIED CATALYSIS B-ENVIRONMENTAL																	?, ??/0000-0003-3681-6418												0926-3373	1873-3883				MAY 5	2019	244						407	413		10.1016/j.apcatb.2018.11.063								WOS:000457952600041						
J	Salazar-Contreras, HG; Martinez-Hernandez, A; Boix, AA; Fuentes, GA; Torres-Garcia, E				Salazar-Contreras, Hector G.; Martinez-Hernandez, Angel; Boix, Alicia A.; Fuentes, Gustavo A.; Torres-Garcia, Enelio			Effect of Mn on Co/HMS-Mn and Co/SiO2-Mn catalysts for the Fischer-Tropsch reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						414	426		10.1016/j.apcatb.2018.11.067								WOS:000457952600042						
J	Zhang, M; Zhang, JF; Wu, YQ; Pan, JX; Zhang, QD; Tan, YS; Han, YZ				Zhang, Meng; Zhang, Junfeng; Wu, Yingquan; Pan, Junxuan; Zhang, Qingde; Tan, Yisheng; Han, Yizhuo			Insight into the effects of the oxygen species over Ni/ZrO2 catalyst surface on methane reforming with carbon dioxide	APPLIED CATALYSIS B-ENVIRONMENTAL																	Zhang, Junfeng/0000-0002-7909-3179; Zhang, Meng/0000-0001-8356-0043												0926-3373	1873-3883				MAY 5	2019	244						427	437		10.1016/j.apcatb.2018.11.068								WOS:000457952600043						
J	Wang, YX; Aghamohammadi, S; Li, DY; Li, KZ; Farrauto, R				Wang, Yixuan; Aghamohammadi, Sogand; Li, Danyang; Li, Kongzhai; Farrauto, Robert			Structure dependence of Nb2O5-x supported manganese oxide for catalytic oxidation of propane: Enhanced oxidation activity for MnOx on a low surface area Nb2O5-x	APPLIED CATALYSIS B-ENVIRONMENTAL																	Farrauto, Robert/0000-0001-8127-1424												0926-3373	1873-3883				MAY 5	2019	244						438	447		10.1016/j.apcatb.2018.11.066								WOS:000457952600044						
J	Dong, XQ; Lei, JW; Chen, YF; Jiang, HX; Zhang, MH				Dong, Xiuqin; Lei, Junwei; Chen, Yifei; Jiang, Haoxi; Zhang, Minhua			Selective hydrogenation of acetic acid to ethanol on Cu-In catalyst supported by SBA-15	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						448	458		10.1016/j.apcatb.2018.11.062								WOS:000457952600045						
J	Liu, J; Yu, Y; Qi, RL; Cao, CY; Liu, XY; Zheng, YJ; Song, WG				Liu, Jian; Yu, Yu; Qi, Ruilian; Cao, Changyan; Liu, Xiaoyan; Zheng, Yujun; Song, Weiguo			Enhanced electron separation on in-plane benzene-ring doped g-C3N4 nanosheets for visible light photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						459	464		10.1016/j.apcatb.2018.11.070								WOS:000457952600046						
J	Jing, BJ; You, SJ; Ma, YY; Xing, ZP; Chen, H; Dai, Y; Zhang, CY; Ren, NQ; Zou, JL				Jing, Baojian; You, Shijie; Ma, Yuanyuan; Xing, Zipeng; Chen, Hun; Dai, Ying; Zhang, Chunyue; Ren, Nanqi; Zou, Jinlong			Fe3Se4/FeSe heterojunctions in cornstalk-derived N-doped carbon framework enhance charge transfer and cathodic oxygen reduction reaction to boost bio-electricity generation	APPLIED CATALYSIS B-ENVIRONMENTAL																Zou, Jinlong/N-6220-2019; Zou, Jinlong/A-6760-2017	Zou, Jinlong/0000-0003-0651-761X; Zou, Jinlong/0000-0003-0651-761X												0926-3373	1873-3883				MAY 5	2019	244						465	474		10.1016/j.apcatb.2018.11.074								WOS:000457952600047						
J	Yan, W; Yan, L; Jing, CY				Yan, Wei; Yan, Li; Jing, Chuanyong			Impact of doped metals on urea-derived g-C3N4 for photocatalytic degradation of antibiotics: Structure, photoactivity and degradation mechanisms	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						475	485		10.1016/j.apcatb.2018.11.069								WOS:000457952600048						
J	Wang, B; Cai, HR; Zhao, DM; Song, M; Guo, PH; Shen, SH; Li, DS; Yang, SC				Wang, Bin; Cai, Hairui; Zhao, Daming; Song, Miao; Guo, Penghui; Shen, Shaohua; Li, Dongsheng; Yang, Shengchun			Enhanced photocatalytic hydrogen evolution by partially replaced corner-site C atom with P in g-C3N4	APPLIED CATALYSIS B-ENVIRONMENTAL																Wang, Bin/S-4569-2019	Wang, Bin/0000-0002-7835-1666; Song, Miao/0000-0002-0483-6580												0926-3373	1873-3883				MAY 5	2019	244						486	493		10.1016/j.apcatb.2018.10.044								WOS:000457952600049						
J	Feng, Q; Wang, Q; Zhang, Z; Xiong, YYH; Li, HY; Yao, Y; Yuan, XZ; Williams, MC; Gu, M; Chen, H; Li, H; Wang, HJ				Feng, Qi; Wang, Qi; Zhang, Zhen; Xiong, Yongyueheng; Li, Hanyi; Yao, Yao; Yuan, Xiao-Zi; Williams, Mark C.; Gu, Meng; Chen, Hong; Li, Hui; Wang, Haijiang			Highly active and stable ruthenate pyrochlore for enhanced oxygen evolution reaction in acidic medium electrolysis	APPLIED CATALYSIS B-ENVIRONMENTAL																Wang（王琦）, Qi/L-9396-2019													0926-3373	1873-3883				MAY 5	2019	244						494	501		10.1016/j.apcatb.2018.11.071								WOS:000457952600050						
J	Wang, JJ; Jiang, YQ; Ma, AB; Jiang, JH; Chen, JQ; Li, MX; Peng, JY; Li, ZS; Zou, ZG				Wang, Jiajia; Jiang, Yaqing; Ma, Aibin; Jiang, Jinghua; Chen, Jianqing; Li, Mingxue; Peng, Jianyong; Li, Zhaosheng; Zou, Zhigang			Charge compensation doping to improve the photocatalytic and photoelectrochemical activities of Ta3N5: A theoretical study	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						502	510		10.1016/j.apcatb.2018.11.076								WOS:000457952600051						
J	Yoon, JW; Kim, DH; Kim, JH; Jang, HW; Lee, JH				Yoon, Ji Won; Kim, Do Hong; Kim, Jae-Hyeok; Jang, Ho Won; Lee, Jong-Heun			NH2-MIL-125(Ti)/TiO2 nanorod heterojunction photoanodes for efficient photoelectrochemical water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																Lee, Jong-Heun/E-3923-2012; Jang, Ho Won/D-9866-2011	Lee, Jong-Heun/0000-0002-3075-3623; Jang, Ho Won/0000-0002-6952-7359												0926-3373	1873-3883				MAY 5	2019	244						511	518		10.1016/j.apcatb.2018.11.057								WOS:000457952600052						
J	Wei, N; Liu, Y; Feng, M; Li, ZX; Chen, SG; Zheng, YB; Wang, DA				Wei, Ning; Liu, Ying; Feng, Min; Li, Zhaoxia; Chen, Shougang; Zheng, Youbin; Wang, Daoai			Controllable TiO2 core-shell phase heterojunction for efficient photoelectrochemical water splitting under solar light	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						519	528		10.1016/j.apcatb.2018.11.078								WOS:000457952600053						
J	Zhang, LL; Zhang, HW; Wang, B; Huang, XY; Ye, Y; Lei, R; Feng, WH; Liu, P				Zhang, Lulu; Zhang, Hongwen; Wang, Bo; Huang, Xueyan; Ye, Yun; Lei, Rui; Feng, Wenhui; Liu, Ping			A facile method for regulating the charge transfer route of WO3/CdS in high-efficiency hydrogen production	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						529	535		10.1016/j.apcatb.2018.11.055								WOS:000457952600054						
J	Li, K; Zhang, RR; Gao, RJ; Shen, GQ; Pan, L; Yao, YD; Yu, KH; Zhang, XW; Zou, JJ				Li, Ke; Zhang, Rongrong; Gao, Ruijie; Shen, Guo-Qiang; Pan, Lun; Yao, Yunduo; Yu, Kaihui; Zhang, Xiangwen; Zou, Ji-Jun			Metal-defected spinel MnxCo3-xO4 with octahedral Mn-enriched surface for highly efficient oxygen reduction reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						536	545		10.1016/j.apcatb.2018.11.072								WOS:000457952600055						
J	Das, R; Sypu, VS; Paumo, HK; Bhaumik, M; Maharaj, V; Maity, A				Das, Raghunath; Sypu, Venkata Satyanarayana; Paumo, Hugues' Kamdem; Bhaumik, Madhumita; Maharaj, Vinesh; Maity, Arjun			Silver decorated magnetic nanocomposite (Fe3O4@PPy-MAA/Ag) as highly active catalyst towards reduction of 4-nitrophenol and toxic organic dyes	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						546	558		10.1016/j.apcatb.2018.11.073								WOS:000457952600056						
J	Liang, HG; Zhang, YL; Chen, F; Jing, SY; Yin, SB; Tsiakaras, P				Liang, Huagen; Zhang, Yongliang; Chen, Fu; Jing, Shengyu; Yin, Shibin; Tsiakaras, Panagiotis			A novel NiFe@NC-functionalized N-doped carbon microtubule network derived from biomass as a highly efficient 3D free-standing cathode for Li-CO2 batteries	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						559	567		10.1016/j.apcatb.2018.11.075								WOS:000457952600057						
J	Wang, HX; Wang, YW; Tan, LX; Fang, L; Yang, XH; Huang, ZY; Li, J; Zhang, HJ; Wang, Y				Wang, Hongxia; Wang, Yanwei; Tan, Lixing; Fang, Ling; Yang, Xiaohui; Huang, Zhengyong; Li, Jian; Zhang, Huijuan; Wang, Yu			Component-controllable cobalt telluride nanoparticles encapsulated in nitrogen-doped carbon frameworks for efficient hydrogen evolution in alkaline conditions	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						568	575		10.1016/j.apcatb.2018.11.081								WOS:000457952600058						
J	Bae, JS; Hong, SY; Park, JC; Rhim, GB; Youn, MH; Jeong, H; Kang, SW; Yang, JI; Jung, H; Chun, DH				Bae, Jae-Sung; Hong, Seok Yong; Park, Ji Chan; Rhim, Geun Bae; Youn, Min Hye; Jeong, Heondo; Kang, Shin Wook; Yang, Jung-Il; Jung, Heon; Chun, Dong Hyun			Eco-friendly prepared iron-ore-based catalysts for Fischer-Tropsch synthesis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						576	582		10.1016/j.apcatb.2018.11.082								WOS:000457952600059						
J	Pei, Y; Ge, YC; Chu, H; Smith, W; Dong, P; Ajayan, PM; Ye, MX; Shen, JF				Pei, Yu; Ge, Yuancai; Chu, Hang; Smith, William; Dong, Pei; Ajayan, Pulickel M.; Ye, Mingxin; Shen, Jianfeng			Controlled synthesis of 3D porous structured cobalt-iron based nanosheets by electrodeposition as asymmetric electrodes for ultra-efficient water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						583	593		10.1016/j.apcatb.2018.11.091								WOS:000457952600060						
J	Ma, RY; Wang, L; Wang, H; Liu, ZY; Xing, MY; Zhu, LF; Meng, XJ; Xiao, FS				Ma, Runyuan; Wang, Liang; Wang, Hai; Liu, Ziyu; Xing, Mingyang; Zhu, Longfeng; Meng, Xiangju; Xiao, Feng-Shou			Solid acids accelerate the photocatalytic hydrogen peroxide synthesis over a hybrid catalyst of titania nanotube with carbon dot	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						594	603		10.1016/j.apcatb.2018.11.087								WOS:000457952600061						
J	Li, YX; Han, P; Hou, YL; Peng, SQ; Kuang, XJ				Li, Yuexiang; Han, Ping; Hou, Yali; Peng, Shaoqin; Kuang, Xiaojun			Oriented ZnmIn2Sm+3@In2S3 heterojunction with hierarchical structure for efficient photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																Kuang, Xiaojun/K-4129-2013	Kuang, Xiaojun/0000-0003-2975-9355												0926-3373	1873-3883				MAY 5	2019	244						604	611		10.1016/j.apcatb.2018.11.088								WOS:000457952600062						
J	Ozkal, CB; Venieri, D; Gounaki, I; Meric, S				Ozkal, C. B.; Venieri, D.; Gounaki, I.; Meric, S.			Assessment of thin-film photocatalysis inactivation of different bacterial indicators and effect on their antibiotic resistance profile	APPLIED CATALYSIS B-ENVIRONMENTAL																	ozkal, can burak/0000-0001-9576-2582; Venieri, Danae/0000-0001-8377-2804												0926-3373	1873-3883				MAY 5	2019	244						612	619		10.1016/j.apcatb.2018.11.095								WOS:000457952600063						
J	Mo, QJ; Zhang, WB; He, LQ; Yu, X; Gao, QS				Mo, Qijie; Zhang, Wenbiao; He, Liuqing; Yu, Xiang; Gao, Qingsheng			Bimetallic Ni2-xCoxP/N-doped carbon nanofibers: Solid-solution-alloy engineering toward efficient hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																Gao, Qingsheng/M-5802-2019; Gao, Qingsheng/I-5046-2013	Gao, Qingsheng/0000-0002-4273-8500; Gao, Qingsheng/0000-0002-4273-8500												0926-3373	1873-3883				MAY 5	2019	244						620	627		10.1016/j.apcatb.2018.11.083								WOS:000457952600064						
J	Wu, QQ; Jing, MZ; Wei, YC; Zhao, Z; Zhang, XD; Xiong, J; Liu, J; Song, WY; Li, JM				Wu, Qiangqiang; Jing, Meizan; Wei, Yuechang; Zhao, Zhen; Zhang, Xindong; Xiong, Jing; Liu, Jian; Song, Weiyu; Li, Jianmei			High-efficient catalysts of core-shell structured Pt@transition metal oxides (TMOs) supported on 3DOM-Al2O3 for soot oxidation: The effect of strong Pt-TMO interaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						628	640		10.1016/j.apcatb.2018.11.094								WOS:000457952600065						
J	Shi, QJ; Li, ZJ; Chen, L; Zhang, XL; Han, WH; Xie, MZ; Yang, JL; Jing, LQ				Shi, Qiujin; Li, Zhijun; Chen, Lu; Zhang, Xuliang; Han, Weihua; Xie, Mingzheng; Yang, Jianlong; Jing, Liqiang			Synthesis of SPR Au/BiVO4 quantum dot/rutile-TiO2 nanorod array composites as efficient visible-light photocatalysts to convert CO2 and mechanism insight	APPLIED CATALYSIS B-ENVIRONMENTAL																Han, Weihua/D-6547-2019	Han, Weihua/0000-0002-9313-0749; Jing, Liqiang/0000-0002-3189-492X												0926-3373	1873-3883				MAY 5	2019	244						641	649		10.1016/j.apcatb.2018.11.089								WOS:000457952600066						
J	Yang, K; Liu, YX; Deng, JG; Zhao, XT; Yang, J; Han, Z; Hou, ZQ; Dai, HX				Yang, Kuan; Liu, Yuxi; Deng, Jiguang; Zhao, Xingtian; Yang, Jun; Han, Zhuo; Hou, Zhiquan; Dai, Hongxing			Three-dimensionally ordered mesoporous iron oxide-supported single-atom platinum: Highly active catalysts for benzene combustion	APPLIED CATALYSIS B-ENVIRONMENTAL																	Dai, Hongxing/0000-0001-9857-0260												0926-3373	1873-3883				MAY 5	2019	244						650	659		10.1016/j.apcatb.2018.11.077								WOS:000457952600067						
J	Arana, J; Sousa, DG; Diaz, OG; Melian, EP; Rodriguez, JMD				Arana, J.; Garzon Sousa, D.; Gonzalez Diaz, O.; Pulido Melian, E.; Dona Rodriguez, J. M.			Effect of NO2 and NO3-/HNO3 adsorption on NO photocatalytic conversion	APPLIED CATALYSIS B-ENVIRONMENTAL																Rodriguez, Jose Miguel JMDR Dona/B-2096-2008; Gonzalez Diaz, Oscar M./K-7365-2014	Rodriguez, Jose Miguel JMDR Dona/0000-0003-3604-1544; Gonzalez Diaz, Oscar M./0000-0003-0876-8121												0926-3373	1873-3883				MAY 5	2019	244						660	670		10.1016/j.apcatb.2018.12.005								WOS:000457952600068						
J	Liu, H; Fan, ZX; Sun, CZ; Yu, SH; Feng, S; Chen, W; Chen, DZ; Tang, CJ; Gao, F; Dong, L				Liu, Hao; Fan, Zhongxuan; Sun, Chuanzhi; Yu, Shuohan; Feng, Shuai; Chen, Wei; Chen, Dezhan; Tang, Changjin; Gao, Fei; Dong, Lin			Improved activity and significant SO2 tolerance of samarium modified CeO2-TiO2 catalyst for NO selective catalytic reduction with NH3	APPLIED CATALYSIS B-ENVIRONMENTAL																Tang, Changjin/O-9081-2016; Gao, Fei/P-4228-2019	Tang, Changjin/0000-0003-1246-6230; Gao, Fei/0000-0001-8626-5509												0926-3373	1873-3883				MAY 5	2019	244						671	683		10.1016/j.apcatb.2018.12.001								WOS:000457952600069						
J	Kim, Y; Kim, DH				Kim, Yongwoo; Kim, Do Heui			Understanding the effect of Pd size on formic acid dehydrogenation via size-controlled Pd/C catalysts prepared by NaBH4 treatment	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						684	693		10.1016/j.apcatb.2018.12.008								WOS:000457952600070						
J	Hao, XQ; Hu, Y; Cui, ZW; Zhou, J; Wang, Y; Zou, ZG				Hao, Xuqiang; Hu, Yue; Cui, Zhiwei; Zhou, Jun; Wang, Ying; Zou, Zhigang			Self-constructed facet junctions on hexagonal CdS single crystals with high photoactivity and photostability for water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																	Wang, Ying/0000-0002-3626-0678												0926-3373	1873-3883				MAY 5	2019	244						694	703		10.1016/j.apcatb.2018.12.006								WOS:000457952600071						
J	Kassargy, C; Awad, S; Burnens, G; Upreti, G; Kahine, K; Tazerout, M				Kassargy, Chantal; Awad, Sary; Burnens, Gaetan; Upreti, Gaurav; Kahine, Khalil; Tazerout, Mohand			Study of the effects of regeneration of USY zeolite on the catalytic cracking of polyethylene	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						704	708		10.1016/j.apcatb.2018.11.093								WOS:000457952600072						
J	Sridhar, M; Brose, S; Siewert, D; Ferri, D; van Bokhoven, JA; Krocher, O				Sridhar, Manasa; Brose, Stefanie; Siewert, Dorota; Ferri, Davide; van Bokhoven, Jeroen Anton; Krocher, Oliver			Mechanistic implications of lanthanum-modification on gold-catalyzed formic acid decomposition under SCR-relevant conditions	APPLIED CATALYSIS B-ENVIRONMENTAL																	Ferri, Davide/0000-0002-9354-5231												0926-3373	1873-3883				MAY 5	2019	244						709	718		10.1016/j.apcatb.2018.11.092								WOS:000457952600073						
J	Xiao, H; Zhang, WY; Yao, QS; Huang, LL; Chen, LH; Boury, B; Chen, ZW				Xiao, He; Zhang, Wenyao; Yao, Qiushi; Huang, Liulian; Chen, Lihui; Boury, Bruno; Chen, Zhongwei			Zn-free MOFs like MIL-53(Al) and MIL-125(Ti) for the preparation of defect-rich, ultrafine ZnO nanosheets with high photocatalytic performance	APPLIED CATALYSIS B-ENVIRONMENTAL																Chen, Zhongwei/A-5605-2015	Chen, Zhongwei/0000-0003-3463-5509												0926-3373	1873-3883				MAY 5	2019	244						719	731		10.1016/j.apcatb.2018.11.026								WOS:000457952600074						
J	Jiao, Y; Hong, WZ; Li, PY; Wang, LX; Chen, G				Jiao, Yang; Hong, Weizhao; Li, Peiying; Wang, Lixin; Chen, Gang			Metal-organic framework derived Ni/NiO micro-particles with subtle lattice distortions for high-performance electrocatalyst and supercapacitor	APPLIED CATALYSIS B-ENVIRONMENTAL																Chen, Gang/B-5073-2016	Chen, Gang/0000-0003-1502-0330												0926-3373	1873-3883				MAY 5	2019	244						732	739		10.1016/j.apcatb.2018.11.035								WOS:000457952600075						
J	Gu, ZA; An, XQ; Lan, HC; Tian, Y; Zhang, JX; Liu, RP; Liu, HJ; Qu, JH				Gu, Zhenao; An, Xiaoqiang; Lan, Huachun; Tian, Yu; Zhang, Jinxing; Liu, Ruiping; Liu, Huijuan; Qu, Jiuhui			Microfluidic-enhanced 3-D photoanodes with free interfacial energy barrier for photoelectrochemical applications	APPLIED CATALYSIS B-ENVIRONMENTAL																Gu, Zhen'ao/Q-7697-2017	?, ??/0000-0003-3681-6418												0926-3373	1873-3883				MAY 5	2019	244						740	747		10.1016/j.apcatb.2018.12.009								WOS:000457952600076						
J	Ma, DD; Shi, JW; Sun, DK; Zou, YJ; Cheng, LH; He, C; Wang, HK; Niu, CM; Wang, LZ				Ma, Dandan; Shi, Jian-Wen; Sun, Diankun; Zou, Yajun; Cheng, Linhao; He, Chi; Wang, Hongkang; Niu, Chunming; Wang, Lianzhou			Au decorated hollow ZnO@ZnS heterostructure for enhanced photocatalytic hydrogen evolution: The insight into the roles of hollow channel and Au nanoparticles	APPLIED CATALYSIS B-ENVIRONMENTAL																Shi, Jian-Wen/D-5275-2009; Wang, Lianzhou/J-2140-2014; Wang, Hongkang/M-3963-2013; He, Chi/K-7364-2013	Shi, Jian-Wen/0000-0002-2377-7491; Wang, Lianzhou/0000-0002-5947-306X; Wang, Hongkang/0000-0003-4893-5190; He, Chi/0000-0001-6403-1277												0926-3373	1873-3883				MAY 5	2019	244						748	757		10.1016/j.apcatb.2018.12.016								WOS:000457952600077						
J	Li, X; Xu, H; Shi, JL; Hao, HM; Yuan, H; Lang, XJ				Li, Xia; Xu, Hui; Shi, Ji-Long; Hao, Huimin; Yuan, Hong; Lang, Xianjun			Salicylic acid complexed with TiO2 for visible light-driven selective oxidation of amines into imines with air	APPLIED CATALYSIS B-ENVIRONMENTAL																Lang, Xianjun/D-6386-2011	Lang, Xianjun/0000-0001-7479-9044; Yuan, Hong/0000-0001-9685-2440												0926-3373	1873-3883				MAY 5	2019	244						758	766		10.1016/j.apcatb.2018.11.090								WOS:000457952600078						
J	Lu, Y; Wei, Z; Salke, NP; Yu, L; Yan, H				Lu, Yang; Wei, Zi; Salke, Nilesh P.; Yu, Lu; Yan, Hao			Enhanced electron transport in rutile TiO2 nanowires via H2S-assisted incorporation of dissolved silicon for solar-driven water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						767	772		10.1016/j.apcatb.2018.12.003								WOS:000457952600079						
J	Perez-Obando, J; Marin-Silva, DA; Pinotti, AN; Pizzio, LR; Osorio-Vargas, P; Rengifo-Herrera, JA				Perez-Obando, Juliana; Marin-Silva, Diego A.; Pinotti, Adriana N.; Pizzio, Luis R.; Osorio-Vargas, Paula; Rengifo-Herrera, Julian A.			Degradation study of malachite green on chitosan films containing heterojunctions of melon/TiO2 absorbing visible-light in solid-gas interfaces	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						773	785		10.1016/j.apcatb.2018.12.004								WOS:000457952600080						
J	Lu, L; Xin, ZY; Wang, XH; Wang, SM; Zhu, H; Li, TZ; Gu, YL; Yan, SC; Zou, ZG				Lu, Lei; Xin, Zhenyu; Wang, Xiaohui; Wang, Shaomang; Zhu, Heng; Li, Taozhu; Gu, Yaliu; Yan, Shicheng; Zou, Zhigang			KOH-modified Ni/LaTiO2N Schottky junction efficiently reducing CO2 to CH4 under visible light irradiation	APPLIED CATALYSIS B-ENVIRONMENTAL																	Yan, Shicheng/0000-0002-3432-9117												0926-3373	1873-3883				MAY 5	2019	244						786	794		10.1016/j.apcatb.2018.12.002								WOS:000457952600081						
J	Sun, Y; Zhou, YJ; Zhu, C; Tu, WJ; Wang, HB; Huang, H; Liu, Y; Shao, MW; Zhong, J; Lee, ST; Kang, ZH				Sun, Yue; Zhou, Yunjie; Zhu, Cheng; Tu, Wenjing; Wang, Huibo; Huang, Hui; Liu, Yang; Shao, Mingwang; Zhong, Jun; Lee, Shuit-Tong; Kang, Zhenhui			Synergistic Cu@CoOx core-cage structure on carbon layers as highly active and durable electrocatalysts for methanol oxidation	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				MAY 5	2019	244						795	801		10.1016/j.apcatb.2018.12.017								WOS:000457952600082						
J	Rezaee, S; Shahrokhian, S				Rezaee, Sharifeh; Shahrokhian, Saeed			Facile synthesis of petal-like NiCo/NiO-CoO/nanoporous carbon composite based on mixed-metallic MOFs and their application for electrocatalytic oxidation of methanol	APPLIED CATALYSIS B-ENVIRONMENTAL																	Shahrokhian, Saeed/0000-0003-3138-6578												0926-3373	1873-3883				MAY 5	2019	244						802	813		10.1016/j.apcatb.2018.12.013								WOS:000457952600083						
J	Zhu, YX; Wan, T; Wen, XM; Chu, DW; Jiang, YJ				Zhu, Yuxiang; Wan, Tao; Wen, Xiaoming; Chu, Dewei; Jiang, Yijiao			Tunable Type I and II heterojunction of CoOx nanoparticles confined in g-C3N4 nanotubes for photocatalytic hydrogen production	APPLIED CATALYSIS B-ENVIRONMENTAL																	Jiang, Yijiao/0000-0002-6191-9825												0926-3373	1873-3883				MAY 5	2019	244						814	822		10.1016/j.apcatb.2018.12.015								WOS:000457952600084						
